Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50
