Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Product_Gender,Is_Outerwear
2224,17850.0,M,Chicago,12.0,16992.0,2019-01-04,GGOEGADB057315,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,77.36,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2225,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGADB059215,Google Men's Airflow 1/4 Zip Pullover Black,Apparel,1.0,72.2,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2226,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGADJ057115,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1.0,113.47,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2227,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGADJ059715,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,77.36,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2228,14307.0,F,California,28.0,16993.0,2019-01-04,GGOEGADB059615,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2232,14307.0,F,California,28.0,17002.0,2019-01-04,GGOEGADB057315,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,77.36,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2235,14307.0,F,California,28.0,17015.0,2019-01-04,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2238,17908.0,F,California,15.0,17029.0,2019-01-04,GGOEGADJ056813,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,90.77,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2245,17908.0,F,California,15.0,17036.0,2019-01-04,GGOEGADC059515,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,61.89,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2247,17908.0,F,California,15.0,17062.0,2019-01-04,GGOEGAQB036015,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Women,True
2248,17908.0,F,California,15.0,17065.0,2019-01-04,GGOEGATB060413,Google Women's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Women,True
2249,17920.0,F,California,18.0,17065.0,2019-01-04,GGOEGATC060313,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,1.0,53.64,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Women,True
2250,17920.0,F,California,18.0,17079.0,2019-01-04,GGOEGADJ059416,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Apparel,1.0,61.89,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men,True
2257,17850.0,M,Chicago,12.0,18017.0,2019-01-16,GGOEGAPJ058013,Google Women's 1/4 Zip Jacket Charcoal,Apparel,1.0,90.77,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Women,True
2258,17850.0,M,Chicago,12.0,18019.0,2019-01-16,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Men,True
2261,13065.0,F,Chicago,32.0,17950.0,2019-01-16,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,61.89,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Men,True
2262,13065.0,F,Chicago,32.0,17950.0,2019-01-16,GGOEGADJ059715,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,2.0,61.89,6.5,Not Used,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Men,True
2263,13065.0,F,Chicago,32.0,17950.0,2019-01-16,GGOEGATB060414,Google Women's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Women,True
2264,13065.0,F,Chicago,32.0,17950.0,2019-01-16,GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Women,True
2268,14606.0,F,Chicago,33.0,17951.0,2019-01-16,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,2.0,53.64,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Men,True
2269,14606.0,F,Chicago,33.0,17951.0,2019-01-16,GGOEGAFJ036215,Google Men's Pullover Hoodie Grey,Apparel,2.0,53.64,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Men,True
2271,14606.0,F,Chicago,33.0,17968.0,2019-01-16,GGOEGAPB058212,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,61.89,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Women,True
2284,18011.0,M,California,7.0,18010.0,2019-01-16,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,SALE10,10.0,Women,True
2287,17850.0,M,Chicago,12.0,18028.0,2019-01-17,GGOEGAFJ036216,Google Men's Pullover Hoodie Grey,Apparel,1.0,53.64,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2303,13715.0,M,California,23.0,18056.0,2019-01-17,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1.0,46.21,12.76,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Women,True
2304,14092.0,F,Chicago,41.0,18057.0,2019-01-17,GGOEGADC059514,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,61.89,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2308,15752.0,F,New York,27.0,18094.0,2019-01-17,GGOEAAFB035913,Android Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2312,17855.0,F,New York,13.0,18110.0,2019-01-17,GGOEGADB056916,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,99.03,6.5,Used,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2318,17017.0,M,California,40.0,18123.0,2019-01-17,GGOEGAEJ033315,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88,6.5,Used,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2321,17017.0,M,California,40.0,18138.0,2019-01-17,GGOEAAFB035913,Android Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE10,10.0,Men,True
2333,14135.0,F,Chicago,21.0,18149.0,2019-01-18,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Men,True
2337,14135.0,F,Chicago,21.0,18151.0,2019-01-18,GGOEGAQB036015,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Women,True
2339,14135.0,F,Chicago,21.0,18153.0,2019-01-18,GGOEYAQB073213,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21,18.47,Clicked,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Women,True
2341,15601.0,F,Chicago,46.0,18159.0,2019-01-18,GGOEGAQB036015,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Women,True
2350,15601.0,F,Chicago,46.0,18181.0,2019-01-18,GGOEYAQB073214,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Women,True
2355,15601.0,F,Chicago,46.0,18188.0,2019-01-18,GGOEGADJ056817,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,113.47,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Men,True
2357,13418.0,F,New York,22.0,18188.0,2019-01-18,GGOEGAFB035817,Google Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Used,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Men,True
2372,14901.0,F,Chicago,4.0,18256.0,2019-01-18,GGOEGADJ057115,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1.0,90.77,6.5,Used,0.18,1/18/2019,3000.0,1312.5,1,SALE10,10.0,Men,True
2376,15923.0,F,Chicago,34.0,18466.0,2019-01-21,GGOEGADB056715,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7,6.5,Clicked,0.18,1/21/2019,3000.0,640.93,1,SALE10,10.0,Men,True
2381,16752.0,M,New York,42.0,18477.0,2019-01-21,GGOEGAEJ033315,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,36.1,6.5,Used,0.18,1/21/2019,3000.0,640.93,1,SALE10,10.0,Men,True
2388,17850.0,M,Chicago,12.0,18525.0,2019-01-22,GGOEGAQB036016,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2390,17850.0,M,Chicago,12.0,18534.0,2019-01-22,GGOEGADJ059415,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Men,True
2391,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Men,True
2392,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAPB058613,Google Women's Yoga Jacket Black,Apparel,3.0,86.65,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2393,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAPB058614,Google Women's Yoga Jacket Black,Apparel,1.0,86.65,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2394,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAPJ058013,Google Women's 1/4 Zip Jacket Charcoal,Apparel,2.0,90.77,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2395,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2396,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Women,True
2414,15827.0,F,Chicago,3.0,18574.0,2019-01-22,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Men,True
2415,15827.0,F,Chicago,3.0,18574.0,2019-01-22,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Men,True
2416,15827.0,F,Chicago,3.0,18574.0,2019-01-22,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/22/2019,1000.0,1049.73,1,SALE10,10.0,Men,True
2417,17850.0,M,Chicago,12.0,18745.0,2019-01-24,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,1.0,53.64,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,SALE10,10.0,Men,True
2429,17976.0,M,Washington DC,12.0,18700.0,2019-01-24,GGOEGAQB036017,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Used,0.18,1/24/2019,1000.0,560.02,1,SALE10,10.0,Women,True
2432,17976.0,M,Washington DC,12.0,18708.0,2019-01-24,GGOEGADJ059716,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,77.36,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,SALE10,10.0,Men,True
2440,17976.0,M,Washington DC,12.0,18716.0,2019-01-24,GGOEGADC059314,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,72.2,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,SALE10,10.0,Men,True
2444,14449.0,M,New Jersey,39.0,18772.0,2019-01-24,GGOEAAFB035915,Android Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/24/2019,1000.0,560.02,1,SALE10,10.0,Men,True
2445,17850.0,M,Chicago,12.0,18926.0,2019-01-26,GGOEAAFB035915,Android Men's  Zip Hoodie,Apparel,1.0,46.21,12.76,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2447,17850.0,M,Chicago,12.0,18927.0,2019-01-26,GGOEGADB059613,Google Men's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2451,17850.0,M,Chicago,12.0,18932.0,2019-01-26,GGOEGAPB058215,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,61.89,6.5,Used,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Women,True
2452,17850.0,M,Chicago,12.0,18932.0,2019-01-26,GGOEGAQJ058714,Google Women's Zip Hoodie Grey,Apparel,1.0,115.53,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Women,True
2458,17460.0,F,California,35.0,18881.0,2019-01-26,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1.0,46.21,18.47,Used,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Women,True
2459,15823.0,M,New York,27.0,18881.0,2019-01-26,GGOEAAFB035914,Android Men's  Zip Hoodie,Apparel,1.0,46.21,18.47,Used,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2460,17567.0,F,California,9.0,18881.0,2019-01-26,GGOEGAQB036014,Google Women's Fleece Hoodie,Apparel,1.0,46.21,18.47,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Women,True
2461,17567.0,F,California,9.0,18881.0,2019-01-26,GGOEYAFB073117,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21,18.47,Not Used,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2469,15061.0,M,California,7.0,18901.0,2019-01-26,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,46.21,28.78,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2475,15061.0,M,California,7.0,18919.0,2019-01-26,GGOEGAFB035813,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2476,15061.0,M,California,7.0,18922.0,2019-01-26,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2480,15061.0,M,California,7.0,18923.0,2019-01-26,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,46.21,57.74,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE10,10.0,Men,True
2487,15311.0,F,Chicago,40.0,16750.0,2019-01-02,GGOEGADB057316,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89,6.5,Not Used,0.18,1/2/2019,4500.0,3480.36,1,SALE10,10.0,Men,True
2507,16250.0,F,California,30.0,16805.0,2019-01-02,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,SALE10,10.0,Women,True
2508,12431.0,F,New Jersey,14.0,16813.0,2019-01-02,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1.0,46.21,6.5,Used,0.18,1/2/2019,4500.0,3480.36,1,SALE10,10.0,Men,True
2520,18168.0,F,Chicago,5.0,19200.0,2019-01-30,GGOEYAEJ033514,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88,18.47,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2521,18168.0,F,Chicago,5.0,19200.0,2019-01-30,GGOEYAEJ033515,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88,18.47,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2522,18168.0,F,Chicago,5.0,19202.0,2019-01-30,GGOEGADJ056816,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,90.77,6.5,Not Used,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2527,17757.0,F,New York,45.0,19159.0,2019-01-30,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel,1.0,46.21,12.76,Used,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Women,True
2538,18239.0,M,New York,20.0,19195.0,2019-01-30,GGOEGADB059617,Google Men's Quilted Insulated Vest Black,Apparel,1.0,77.36,6.5,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2539,18239.0,M,New York,20.0,19195.0,2019-01-30,GGOEGADJ059716,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,77.36,6.5,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2540,18239.0,M,New York,20.0,19195.0,2019-01-30,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Women,True
2542,14395.0,M,New Jersey,4.0,19220.0,2019-01-30,GGOEGADB057314,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89,6.5,Used,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2543,14395.0,M,New Jersey,4.0,19223.0,2019-01-30,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76,6.5,Used,0.18,1/30/2019,700.0,981.86,1,SALE10,10.0,Men,True
2552,14449.0,M,New Jersey,39.0,18788.0,2019-01-25,GGOEAAFB035917,Android Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2553,14449.0,M,New Jersey,39.0,18788.0,2019-01-25,GGOEYAFB073117,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76,6.5,Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2562,14449.0,M,New Jersey,39.0,18805.0,2019-01-25,GGOEAAQB036115,Android Women's Fleece Hoodie,Apparel,1.0,46.21,12.76,Clicked,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Women,True
2565,16781.0,F,New York,38.0,18822.0,2019-01-25,GGOEGAQB036015,Google Women's Fleece Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Women,True
2573,17685.0,M,Washington DC,37.0,18838.0,2019-01-25,GGOEGAFB035813,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2574,17581.0,M,California,25.0,18841.0,2019-01-25,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,57.76,50.0,Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2583,17581.0,M,California,25.0,18850.0,2019-01-25,GGOEGADB057314,Google Men's Lightweight Microfleece Jacket Black,Apparel,1.0,61.89,6.5,Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2584,17581.0,M,California,25.0,18850.0,2019-01-25,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Men,True
2585,17581.0,M,California,25.0,18851.0,2019-01-25,GGOEGAQB036013,Google Women's Fleece Hoodie,Apparel,1.0,57.76,6.5,Clicked,0.18,1/25/2019,1000.0,1124.95,1,SALE10,10.0,Women,True
2589,17920.0,F,California,18.0,17100.0,2019-01-05,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,57.76,6.5,Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2591,17920.0,F,California,18.0,17106.0,2019-01-05,GGOEGADB056716,Men's Softshell Jacket Black/Grey,Apparel,1.0,102.12,6.5,Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2592,17920.0,F,California,18.0,17108.0,2019-01-05,GGOEGADB056715,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2593,17920.0,F,California,18.0,17108.0,2019-01-05,GGOEGADB056716,Men's Softshell Jacket Black/Grey,Apparel,1.0,81.7,6.5,Not Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2594,17920.0,F,California,18.0,17108.0,2019-01-05,GGOEGADB057317,Google Men's Lightweight Microfleece Jacket Black,Apparel,2.0,61.89,6.5,Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2595,17920.0,F,California,18.0,17116.0,2019-01-05,GGOEGADC059515,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,61.89,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2596,17920.0,F,California,18.0,17116.0,2019-01-05,GGOEGAFB035815,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2604,12838.0,F,California,31.0,17148.0,2019-01-05,GGOEGAPB058214,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,77.36,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Women,True
2610,13758.0,M,Washington DC,46.0,17175.0,2019-01-05,GGOEGAFJ036213,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2612,13758.0,M,Washington DC,46.0,17182.0,2019-01-05,GGOEGAFB035814,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Not Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2616,15983.0,M,New York,25.0,17188.0,2019-01-05,GGOEGAFJ036215,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91,6.5,Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2617,15983.0,M,New York,25.0,17189.0,2019-01-05,GGOEYAFB073116,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76,6.5,Not Used,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
2621,15983.0,M,New York,25.0,17200.0,2019-01-05,GGOEGADB059613,Google Men's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/5/2019,4500.0,4055.3,1,SALE10,10.0,Men,True
